25.09.2019 22:00:00 	1.09457	1.0946	1.09407	1.0944	2443
25.09.2019 23:00:00 	1.0944	1.0947	1.09429	1.09446	1255.8051
26.09.2019 00:00:00 	1.09443	1.095	1.09437	1.09496	1861.9301
26.09.2019 01:00:00 	1.09496	1.09534	1.0949	1.09516	2724.71
26.09.2019 02:00:00 	1.09516	1.09552	1.09498	1.09519	5241.0098
26.09.2019 03:00:00 	1.09519	1.09562	1.09517	1.09555	5049.7598
26.09.2019 04:00:00 	1.09555	1.0961	1.09553	1.09592	4372.2998
26.09.2019 05:00:00 	1.09593	1.09654	1.09578	1.09624	4436.48
26.09.2019 06:00:00 	1.09625	1.09644	1.09619	1.09623	2890.5
26.09.2019 07:00:00 	1.09624	1.09624	1.09546	1.09548	4036.0701
26.09.2019 08:00:00 	1.09547	1.09558	1.09499	1.09543	7432.7402
26.09.2019 09:00:00 	1.09543	1.09551	1.0941	1.09448	11137.29
26.09.2019 10:00:00 	1.0945	1.09462	1.09333	1.09397	11953.7998
26.09.2019 11:00:00 	1.09397	1.09423	1.09297	1.09352	11840.5596
26.09.2019 12:00:00 	1.09352	1.0936	1.09229	1.09305	13293.9404
26.09.2019 13:00:00 	1.09305	1.09366	1.09253	1.09324	11852.8799
26.09.2019 14:00:00 	1.09324	1.09559	1.09312	1.09476	14999.54
26.09.2019 15:00:00 	1.09477	1.09675	1.09469	1.09637	16322.5
26.09.2019 16:00:00 	1.09636	1.09651	1.09365	1.09423	14384.1299
26.09.2019 17:00:00 	1.09425	1.09464	1.09319	1.09379	12854.0195
26.09.2019 18:00:00 	1.0938	1.09389	1.09221	1.09258	9076.5195
26.09.2019 19:00:00 	1.09258	1.09339	1.09244	1.09265	6187.3999
26.09.2019 20:00:00 	1.09266	1.09305	1.09235	1.09281	6390.7598
26.09.2019 21:00:00 	1.09281	1.09293	1.09089	1.09179	8614.2998
26.09.2019 22:00:00 	1.0918	1.09227	1.09178	1.09227	1842.12
26.09.2019 23:00:00 	1.09231	1.09231	1.09162	1.09182	700.8275
27.09.2019 00:00:00 	1.09181	1.0921	1.09174	1.09206	1391.64
27.09.2019 01:00:00 	1.09206	1.09232	1.09186	1.09226	2200.5701
27.09.2019 02:00:00 	1.09226	1.09234	1.09049	1.09166	6065.9199
27.09.2019 03:00:00 	1.09166	1.09177	1.0912	1.09168	5878.73
27.09.2019 04:00:00 	1.09166	1.0921	1.09148	1.092	3985.4199
27.09.2019 05:00:00 	1.09199	1.09259	1.09193	1.09249	3058.79
27.09.2019 06:00:00 	1.09249	1.09256	1.09214	1.09219	2954.0801
27.09.2019 07:00:00 	1.09218	1.0924	1.0919	1.09198	2880.6599
27.09.2019 08:00:00 	1.09197	1.09201	1.0907	1.09166	10008.8496
27.09.2019 09:00:00 	1.09165	1.09231	1.09079	1.09182	13440.7305
27.09.2019 10:00:00 	1.09182	1.09289	1.09169	1.09239	9828.9004
27.09.2019 11:00:00 	1.09239	1.09286	1.09207	1.09273	9222.0703
27.09.2019 12:00:00 	1.09273	1.09396	1.09203	1.09389	10814.29
27.09.2019 13:00:00 	1.09388	1.09401	1.09329	1.09355	8220.2695
27.09.2019 14:00:00 	1.09354	1.09488	1.09317	1.09375	12351.9102
27.09.2019 15:00:00 	1.09375	1.094	1.09267	1.09351	12508.4199
27.09.2019 16:00:00 	1.09351	1.09495	1.0932	1.09482	12050.9404
27.09.2019 17:00:00 	1.09484	1.0959	1.09396	1.09417	15416.3398
27.09.2019 18:00:00 	1.09418	1.09481	1.09361	1.09444	11083.8096
27.09.2019 19:00:00 	1.09444	1.0948	1.09415	1.09415	6441.54
27.09.2019 20:00:00 	1.09415	1.0943	1.09383	1.09401	5140.3501
27.09.2019 21:00:00 	1.09402	1.09439	1.09391	1.09416	4640.2598
27.09.2019 22:00:00 	1.09418	1.09441	1.09401	1.09439	2257.74
27.09.2019 23:00:00 	1.09439	1.09439	1.09439	1.09439	0
28.09.2019 00:00:00 	1.09439	1.09439	1.09439	1.09439	0
28.09.2019 01:00:00 	1.09439	1.09439	1.09439	1.09439	0
28.09.2019 02:00:00 	1.09439	1.09439	1.09439	1.09439	0
28.09.2019 03:00:00 	1.09439	1.09439	1.09439	1.09439	0
28.09.2019 04:00:00 	1.09439	1.09439	1.09439	1.09439	0
28.09.2019 05:00:00 	1.09439	1.09439	1.09439	1.09439	0
28.09.2019 06:00:00 	1.09439	1.09439	1.09439	1.09439	0
28.09.2019 07:00:00 	1.09439	1.09439	1.09439	1.09439	0
28.09.2019 08:00:00 	1.09439	1.09439	1.09439	1.09439	0
28.09.2019 09:00:00 	1.09439	1.09439	1.09439	1.09439	0
28.09.2019 10:00:00 	1.09439	1.09439	1.09439	1.09439	0
28.09.2019 11:00:00 	1.09439	1.09439	1.09439	1.09439	0
28.09.2019 12:00:00 	1.09439	1.09439	1.09439	1.09439	0
28.09.2019 13:00:00 	1.09439	1.09439	1.09439	1.09439	0
28.09.2019 14:00:00 	1.09439	1.09439	1.09439	1.09439	0
28.09.2019 15:00:00 	1.09439	1.09439	1.09439	1.09439	0
28.09.2019 16:00:00 	1.09439	1.09439	1.09439	1.09439	0
28.09.2019 17:00:00 	1.09439	1.09439	1.09439	1.09439	0
28.09.2019 18:00:00 	1.09439	1.09439	1.09439	1.09439	0
28.09.2019 19:00:00 	1.09439	1.09439	1.09439	1.09439	0
28.09.2019 20:00:00 	1.09439	1.09439	1.09439	1.09439	0
28.09.2019 21:00:00 	1.09439	1.09439	1.09439	1.09439	0
28.09.2019 22:00:00 	1.09439	1.09439	1.09439	1.09439	0
28.09.2019 23:00:00 	1.09439	1.09439	1.09439	1.09439	0
